CLE_ECO,REG_ECOL,LONGITUDE,LATITUDE,ALTITUDE,EXPOSITION,VERSANT,SITUATION,FORME_PENT,CLASS_PENT,FORCE_PENT,PENT_ARRI,HUMUS,HUMUS_EPAI,INDURATION,PIER_PRC,DENSITE,CLASSE_AGE,SUBMERSION,SEEPAGE
20911904,4b,-77.6349268,47.39669604,380,N,M,5,R,C,9,3,MR,3,NO,10,B,VIN,10,NON_SP
20911905,4b,-77.63889529,47.3951904,380,N,M,5,R,B,7,2,MR,6,NO,20,B,VIN,10,NON_SP
20911906,4b,-77.64239102,47.39388724,390,O,H,5,R,C,13,3,MR,5,NO,35,D,70,10,NON_SP
20912001,4b,-77.51008321,47.44622403,360,N,M,5,R,D,23,2,MR,8,NO,20,C,90,10,NON_SP
20912002,4b,-77.50850242,47.44469073,360,E,M,4,X,B,8,0,MR,3,NO,15,C,70,10,NON_SP
20912003,4b,-77.505505,47.44187448,330,S,B,5,R,B,7,3,MR,6,NO,20,B,70,10,NON_SP
20912004,4b,-77.50435708,47.4407781,330,Totale,B,6,R,A,0,0,TO,42,NO,20,C,90,10,NON_SP
20912005,4b,-77.50320921,47.43968171,350,N,M,5,R,B,4,2,MR,5,NO,18,C,70,10,NON_SP
20912006,4b,-77.50235987,47.43894251,330,E,B,5,R,B,8,2,MR,3,NO,10,B,70,10,NON_SP
30305101,4b,-78.05015197,47.2729167,365,O,M,7,R,B,7,0,MR,5,NO,0,D,70,10,NON_SP
30305102,4b,-78.05054157,47.26978207,365,N,M,8,I,A,0,0,TO,55,NO,0,B,30,30,NON_SP
30305103,4b,-78.05064417,47.26892876,370,Totale,M,0,R,A,3,0,TO,10,NO,10,NO,10,10,NON_SP
30305104,4b,-78.05121649,47.26539163,370,E,M,7,I,B,8,0,TO,10,NO,0,D,90,10,NON_SP
30305105,4b,-78.05154033,47.26320973,370,O,M,7,I,A,3,0,TO,15,NO,0,D,90,10,NON_SP
30305106,4b,-78.05164437,47.26230246,370,E,M,7,I,A,3,0,TO,18,NO,0,D,90,10,NON_SP
30305201,4b,-78.08445763,47.21961325,350,S,B,5,R,C,15,0,MR,2,NO,0,C,70,10,SP
30305202,4b,-78.08648704,47.21976425,350,N,B,4,R,B,4,0,MD,5,NO,30,C,50,10,SP
30305203,4b,-78.08909653,47.21994935,345,O,B,7,R,B,8,0,MR,4,NO,15,C,70,20,NON_SP
30305204,4b,-78.09186468,47.22012734,345,E,B,7,R,A,2,2,MR,9,NO,2,B,50,20,NON_SP
30305205,4b,-78.09370886,47.22029393,345,Totale,B,0,R,A,0,3,MR,4,NO,2,D,50,10,NON_SP
30305206,4b,-78.09763413,47.22065691,345,Totale,B,0,R,A,0,3,MD,8,NO,2,C,50,10,NON_SP
30305207,4b,-78.10009709,47.22089394,340,Totale,B,0,R,A,0,3,TO,20,NO,0,D,50,30,NON_SP
30305301,4b,-78.1831909,47.27316458,360,Totale,B,0,R,A,0,0,SO,99,NO,0,D,90,30,NON_SP
30305302,4b,-78.18165303,47.27388455,360,Totale,B,0,R,A,0,0,MD,9,NO,35,C,VIN,10,NON_SP
30305303,4b,-78.17940829,47.27485724,360,E,B,4,R,C,15,1,TO,15,NO,60,D,120,20,NON_SP
30305304,4b,-78.1783514,47.27536681,360,S,B,7,R,C,13,0,MD,8,NO,50,C,90,10,SP
30305305,4b,-78.17407123,47.27738639,380,S,M,4,R,C,12,1,MD,6,NO,50,B,70,10,NON_SP
30305306,4b,-78.17253311,47.27810624,380,S,M,3,R,C,15,0,MD,5,NO,15,B,70,10,NON_SP
30305307,4b,-78.17076647,47.27897634,360,E,M,7,R,D,22,1,MD,5,NO,60,B,70,10,NON_SP
30305401,4b,-78.19944282,47.21888031,380,O,M,3,R,B,5,0,MR,9,NO,30,C,VIN,10,NON_SP
30305402,4b,-78.19809792,47.22042132,365,S,B,5,R,A,0,1,MR,4,NO,50,C,70,10,SP
30305403,4b,-78.19735162,47.22124046,360,N,B,5,R,B,5,2,MR,5,NO,50,C,90,10,NON_SP
30305404,4b,-78.19521008,47.22349205,390,Totale,M,3,R,A,2,0,MR,4,NO,40,C,VIN,10,NON_SP
30305405,4b,-78.19391862,47.22499764,380,E,M,5,R,B,5,0,MR,3,NO,60,C,120,10,NON_SP
30305406,4b,-78.1918287,47.22728573,350,Totale,B,0,R,A,0,0,TO,10,NO,50,C,JIN,30,NON_SP
30305407,4b,-78.19067794,47.22843306,355,S,B,5,R,B,5,1,MR,4,NO,25,D,120,10,NON_SP
30305501,4b,-78.33472963,47.22787478,400,S,M,5,R,B,5,1,MD,7,NO,30,D,70,10,NON_SP
30305502,4b,-78.33435997,47.22606285,395,E,M,5,R,C,10,1,MD,5,NO,25,C,VIN,10,NON_SP
30305503,4b,-78.33405851,47.22475539,390,E,M,7,R,A,3,1,MD,6,NO,65,C,70,10,SP
30305504,4b,-78.33384119,47.2238266,395,E,M,4,R,B,5,1,MD,7,NO,20,C,70,10,SP
30305505,4b,-78.33342864,47.22156444,395,E,M,3,R,B,6,0,MD,5,NO,15,D,70,10,NON_SP
30305506,4b,-78.33292849,47.21848277,380,S,M,8,R,A,2,0,MD,8,NO,55,B,50,10,SP
30305507,4b,-78.33255974,47.21663486,375,O,M,5,R,B,7,1,MD,5,NO,75,B,50,21,SP
30305601,4b,-78.31628317,47.1399305,370,N,M,4,R,B,8,1,MR,6,NO,30,C,70,10,NON_SP
30305602,4b,-78.31446352,47.14171987,370,Nulle,M,9,R,A,0,2,AN,60,NO,30,D,VIN,30,SP
30305603,4b,-78.31373451,47.14248598,370,S,M,5,R,B,8,3,MD,10,NO,35,D,VIN,10,SP
30305604,4b,-78.31225006,47.1440179,390,S,M,5,R,B,8,2,MD,9,NO,45,C,VIN,10,NON_SP
30305605,4b,-78.31042853,47.14587916,410,S,H,4,R,C,10,2,MD,3,NO,10,C,VIN,10,SP
30305606,4b,-78.30937317,47.14708265,410,N,H,4,R,C,10,0,MD,1,NO,10,C,VIN,10,NON_SP
30305607,4b,-78.30615971,47.15044068,390,O,M,8,R,A,1,1,MR,8,NO,25,D,70,20,NON_SP
30305701,4b,-78.39135881,47.12954475,340,N,M,4,R,D,17,0,MD,10,NO,30,D,VIN,10,NON_SP
30305702,4b,-78.38944761,47.12890551,340,Totale,M,9,R,A,0,0,TO,12,NO,0,D,10,30,NON_SP
30305703,4b,-78.38703904,47.12809948,340,E,M,4,R,B,7,0,MD,1,NO,0,D,VIN,10,NON_SP
30305704,4b,-78.38248267,47.12663375,330,E,M,7,R,A,2,0,MD,12,NO,0,D,70,10,NON_SP
30305705,4b,-78.38064961,47.12604911,320,Nulle,B,9,R,A,0,0,TO,45,NO,0,D,90,30,NON_SP
30305706,4b,-78.37858261,47.12530921,320,Nulle,B,9,R,A,0,0,TO,16,NO,0,C,30,30,NON_SP
30305707,4b,-78.3762122,47.12458429,320,N,B,4,R,A,1,0,MR,10,NO,0,C,120,10,NON_SP
30305801,4b,-78.29804628,47.11257263,330,N,B,3,X,A,2,0,TO,9,NO,5,NO,10,10,NON_SP
30305802,4b,-78.29912369,47.11154039,330,Totale,B,3,X,D,30,0,MR,12,NO,15,D,VIN,10,NON_SP
30305803,4b,-78.30122288,47.10960125,335,N,M,7,R,B,5,0,TO,5,NO,30,C,70,10,NON_SP
30305804,4b,-78.30416101,47.10667227,350,E,M,4,R,C,10,0,MD,4,OD,35,C,VIN,10,NON_SP
30305805,4b,-78.30548254,47.10531866,340,S,M,5,R,C,9,1,MR,3,NO,50,C,VIN,10,NON_SP
30305806,4b,-78.30623227,47.10360823,325,E,M,7,R,B,6,0,MD,4,NO,5,D,VIN,10,NON_SP
30305807,4b,-78.30596069,47.10220202,335,N,M,5,R,D,20,1,MR,4,NO,5,C,90,10,NON_SP
30305901,4b,-78.26038219,47.04514129,320,Totale,B,0,R,A,2,0,TO,10,NO,0,C,50,10,NON_SP
30305902,4b,-78.26106603,47.0463002,325,Totale,B,0,R,A,0,0,MD,10,NO,0,B,VIN,10,NON_SP
30305903,4b,-78.2632641,47.04913975,330,O,M,7,X,C,12,0,MR,5,NO,0,C,70,10,NON_SP
30305904,4b,-78.26377132,47.04997287,330,E,M,7,R,B,4,0,MD,5,NO,25,C,70,10,NON_SP
30305905,4b,-78.26516265,47.05185008,325,O,B,7,R,B,7,0,MR,8,NO,0,NO,10,10,NON_SP
30305906,4b,-78.2657723,47.05281025,320,Totale,B,7,R,A,0,0,TO,6,NO,0,D,120,10,NON_SP
30305907,4b,-78.26687922,47.05446846,320,S,B,7,R,B,4,0,TO,10,NO,0,C,120,10,NON_SP
30305908,4b,-78.26777182,47.05571954,320,Totale,B,0,R,A,0,0,MR,16,NO,0,D,70,10,NON_SP
30306001,4b,-78.21467429,47.06213484,320,N,B,5,R,D,21,2,MR,4,NO,60,C,30,10,NON_SP
30306002,4b,-78.21346416,47.06099674,330,Totale,B,3,X,B,7,0,MR,4,NO,60,D,70,10,NON_SP
30306003,4b,-78.2124476,47.06002272,330,E,B,4,R,D,16,1,MR,4,NO,75,D,90,10,NON_SP
30306004,4b,-78.21016823,47.05791897,350,N,M,4,R,C,12,2,MD,6,NO,30,C,VIN,10,NON_SP
30306005,4b,-78.20797789,47.05595111,340,S,M,5,R,D,17,2,MR,3,NO,30,C,70,10,NON_SP
30306006,4b,-78.20667788,47.05473095,330,E,B,5,R,A,2,2,MR,4,NO,1,D,30,10,NON_SP
30306007,4b,-78.20546482,47.05372767,330,Totale,B,0,R,A,0,0,MR,9,NO,1,D,10,10,NON_SP
30306008,4b,-78.20397342,47.05226242,320,E,B,5,R,A,2,3,MD,3,NO,0,B,10,10,NON_SP
30306101,4b,-78.15362625,47.0350116,310,Totale,B,0,R,A,1,3,TO,7,NO,0,C,90,30,NON_SP
30306102,4b,-78.15229948,47.0354458,310,Totale,B,0,R,A,0,3,TO,21,NO,0,D,70,30,NON_SP
30306103,4b,-78.14695203,47.03720896,320,N,M,5,R,B,4,1,MR,5,NO,40,NO,NO,10,NON_SP
30306104,4b,-78.14455048,47.03799022,320,N,M,7,R,B,4,1,NO,NO,NO,50,NO,NO,10,NON_SP
30306105,4b,-78.1420967,47.03875281,320,E,M,7,R,B,8,2,MD,2,NO,30,NO,NO,10,NON_SP
30306106,4b,-78.13973447,47.03953443,320,N,M,5,R,B,4,1,MD,3,NO,5,NO,NO,10,NON_SP
30306107,4b,-78.13754366,47.04030004,315,N,M,5,R,A,2,2,MD,3,NO,2,NO,NO,10,NON_SP
30306201,4b,-78.23547169,46.98651962,345,E,M,5,R,D,28,2,MD,3,NO,45,C,120,10,NON_SP
30306202,4b,-78.23724259,46.98612534,365,Totale,H,3,X,D,18,0,MD,2,NO,60,B,70,10,NON_SP
30306203,4b,-78.23916971,46.98579572,345,O,M,5,R,D,18,3,MR,10,NO,20,C,120,10,SP
30306204,4b,-78.24320914,46.98508445,320,N,B,7,R,B,7,0,MR,10,NO,5,D,70,10,NON_SP
30306205,4b,-78.24604702,46.98459379,330,E,B,7,I,B,7,0,MR,7,NO,40,C,120,10,NON_SP
30306206,4b,-78.24806813,46.98417509,340,E,B,5,R,B,7,2,MR,5,NO,20,B,70,10,NON_SP
30306207,4b,-78.25010109,46.98381047,345,S,M,4,R,C,15,2,MR,2,NO,50,C,70,10,NON_SP
30306301,4b,-78.3134933,47.01691626,310,S,B,5,R,B,6,1,MR,4,NO,0,C,70,10,NON_SP
30306302,4b,-78.31773533,47.01543079,315,Nulle,M,9,R,A,0,0,TO,40,NO,0,NO,NO,30,NON_SP
30306303,4b,-78.31937907,47.014854,315,N,M,5,R,B,5,1,MR,9,NO,25,C,70,10,NON_SP
30306304,4b,-78.32277127,47.01371942,310,Totale,B,0,R,A,0,0,TO,25,NO,20,NO,10,30,NON_SP
30306305,4b,-78.32401568,47.01335437,310,S,B,5,R,B,5,1,MD,11,NO,30,NO,10,10,NON_SP
30306306,4b,-78.32773879,47.01211509,310,N,B,4,R,C,13,0,MD,6,NO,30,D,70,10,NON_SP
30306307,4b,-78.32885339,47.01166769,310,O,B,7,R,C,12,0,MD,9,NO,25,D,30,10,NON_SP
30306401,4b,-78.369363,47.01791338,310,Totale,B,0,R,A,0,2,TO,14,NO,15,D,120,30,NON_SP
30306402,4b,-78.3703078,47.01989287,310,N,B,5,R,D,18,2,MR,7,NO,2,D,90,10,SP
30306403,4b,-78.37100771,47.02163603,310,Totale,B,3,R,B,6,0,MR,6,FR,2,NO,10,10,NON_SP
30306404,4b,-78.37147292,47.02265718,310,Totale,B,0,R,A,0,3,SO,50,NO,0,D,70,20,NON_SP
30306405,4b,-78.37215417,47.0240403,310,Totale,B,3,R,A,2,0,MR,6,FR,0,NO,10,10,NON_SP
30306406,4b,-78.37285514,47.02573848,320,S,M,5,R,B,6,1,MR,5,OD,0,B,90,10,NON_SP
30306407,4b,-78.3738355,47.02791619,310,S,B,7,R,A,2,0,MR,8,NO,0,C,90,10,NON_SP
30306408,4b,-78.37453619,47.02963235,310,N,B,7,R,A,1,0,MR,3,FR,2,C,VIN,10,NON_SP
30306501,4b,-78.46165776,47.05899112,350,N,M,5,R,F,42,3,MR,7,NO,50,C,90,10,SP
30306502,4b,-78.46087022,47.05751762,380,N,H,4,R,B,4,1,MD,4,NO,5,D,70,10,NON_SP
30306503,4b,-78.46019557,47.05633301,380,S,H,4,R,C,9,1,MD,5,NO,5,D,70,10,SP
30306504,4b,-78.4590908,47.05425387,350,S,M,7,R,C,12,3,MR,4,NO,0,C,70,10,SP
30306505,4b,-78.45727353,47.05091778,340,E,M,5,R,C,10,0,MR,7,NO,45,D,70,10,NON_SP
30306506,4b,-78.45681661,47.05005,330,O,M,5,R,B,8,0,MR,9,NO,30,D,120,10,NON_SP
30306507,4b,-78.45592686,47.04843159,315,S,B,5,R,B,5,0,MR,10,NO,50,D,120,10,NON_SP
30306801,4b,-78.50895107,47.15369717,380,S,B,5,R,C,14,2,MR,5,NO,60,B,50,10,SP
30306802,4b,-78.50723507,47.15449194,405,S,B,4,R,C,9,2,MR,7,NO,55,B,50,10,NON_SP
30306803,4b,-78.50557261,47.15524217,410,S,M,4,R,B,8,0,MR,6,NO,25,B,50,10,NON_SP
30306804,4b,-78.50396268,47.15600183,410,E,M,7,R,B,5,0,MR,6,NO,10,C,50,20,NON_SP
30306805,4b,-78.50229928,47.15679699,410,E,M,7,R,A,2,0,MR,13,NO,5,C,50,30,NON_SP
30306806,4b,-78.50022368,47.15776845,400,E,M,5,R,D,22,1,MR,9,NO,10,C,50,10,SP
30306807,4b,-78.49710913,47.15927952,395,E,M,5,R,B,6,1,MR,5,NO,20,D,50,10,NON_SP
30306808,4b,-78.49518111,47.16010824,390,S,B,7,R,C,10,2,MR,9,NO,20,B,50,20,SP
30306901,4b,-78.57404038,47.13875984,325,O,B,5,R,C,15,3,MR,4,NO,60,B,50,10,NON_SP
30306902,4b,-78.57239404,47.13866555,350,O,M,5,R,C,11,2,MR,7,NO,50,C,50,10,NON_SP
30306903,4b,-78.56964185,47.1384813,370,Totale,M,3,X,A,1,0,MR,6,NO,15,B,50,10,NON_SP
30306904,4b,-78.5667037,47.13837644,370,S,M,6,R,A,3,2,MR,11,NO,50,B,50,20,NON_SP
30306905,4b,-78.56372745,47.13819022,375,O,H,3,X,B,7,0,MR,5,NO,50,C,50,10,NON_SP
30306906,4b,-78.56214706,47.13809633,365,E,M,4,R,D,30,0,MR,2,NO,25,B,50,10,NON_SP
30306907,4b,-78.56030304,47.13800025,360,O,M,5,R,C,10,0,MR,5,NO,5,C,50,10,NON_SP
30306908,4b,-78.55736622,47.13782319,360,O,M,3,R,C,12,0,MR,4,NO,70,B,50,10,NON_SP
30307501,4b,-78.59749749,47.22810501,290,N,M,7,R,E,35,2,MR,4,NO,85,B,50,10,SP
30307502,4b,-78.59712588,47.22588012,330,N,H,4,R,C,13,1,MR,8,NO,70,B,70,10,NON_SP
30307503,4b,-78.59685786,47.22455562,330,S,H,3,C,D,16,0,MR,8,NO,50,B,70,10,NON_SP
30307504,4b,-78.59659765,47.2227724,315,E,M,5,R,C,9,1,MR,5,NO,50,B,70,10,NON_SP
30307505,4b,-78.59538963,47.22081978,310,N,M,5,R,D,19,1,MR,5,NO,50,B,70,10,NON_SP
30307506,4b,-78.59495499,47.21997974,315,S,M,8,R,B,6,0,MR,7,NO,45,B,70,20,NON_SP
30307507,4b,-78.59435379,47.21884152,325,N,M,4,R,C,12,1,MR,5,NO,25,B,70,10,NON_SP
30307508,4b,-78.59371806,47.21740616,320,S,M,5,R,D,20,1,MR,3,NO,45,B,70,10,NON_SP
30307601,4b,-78.64256475,47.27341188,330,Totale,B,0,R,A,0,2,SO,99,NO,0,D,VIN,30,NON_SP
30307602,4b,-78.64249706,47.27514754,355,E,M,4,R,C,10,0,MR,7,NO,35,C,50,20,NON_SP
30307603,4b,-78.64234309,47.27649574,370,S,M,5,R,D,22,3,MR,4,NO,35,B,90,10,NON_SP
30307604,4b,-78.64228847,47.27742189,380,S,M,4,R,C,10,2,MR,5,NO,30,B,90,10,NON_SP
30307605,4b,-78.64221525,47.27868074,380,Totale,M,0,R,A,0,2,SO,99,NO,0,C,90,30,NON_SP
30307606,4b,-78.64206084,47.28005593,380,O,M,4,R,B,7,0,MD,2,NO,35,B,50,10,NON_SP
30307607,4b,-78.64194721,47.28217806,380,N,M,4,R,B,6,0,MR,3,NO,40,B,50,10,NON_SP
30307608,4b,-78.64173263,47.28400258,365,N,M,7,R,B,8,2,MR,6,NO,30,C,120,10,NON_SP
30307701,4b,-78.71097644,47.30545118,340,S,M,7,I,B,7,0,MR,8,NO,50,C,70,10,NON_SP
30307702,4b,-78.71284754,47.30502326,340,E,M,4,R,B,5,0,MR,4,NO,20,B,50,10,NON_SP
30307703,4b,-78.71408095,47.30478885,345,E,M,4,R,C,14,0,MR,5,NO,35,B,50,10,NON_SP
30307704,4b,-78.71595214,47.30435188,345,N,M,7,R,A,3,0,MR,5,NO,30,C,70,10,NON_SP
30307705,4b,-78.71782277,47.30395086,355,E,H,5,R,C,10,0,MR,1,NO,25,C,70,10,NON_SP
30307706,4b,-78.71967988,47.30356771,360,N,H,7,I,B,7,0,MR,5,NO,20,B,50,10,NON_SP
30307707,4b,-78.72336836,47.30274718,360,O,H,4,X,E,35,0,MR,5,NO,25,B,50,10,NON_SP
30307708,4b,-78.72527908,47.30231033,340,O,M,7,R,C,11,0,MR,2,NO,50,B,50,10,NON_SP
30307801,4b,-78.5546955,47.32095558,360,O,M,5,R,B,5,1,MR,4,NO,75,B,50,10,NON_SP
30307802,4b,-78.55522499,47.32019532,360,N,M,3,R,C,10,0,MR,6,NO,75,B,50,10,NON_SP
30307803,4b,-78.55645651,47.31864022,365,E,M,7,R,B,5,1,MD,4,NO,80,B,50,10,NON_SP
30307804,4b,-78.5570932,47.31779987,365,O,M,4,R,C,10,1,MR,6,NO,80,B,50,10,NON_SP
30307805,4b,-78.55828541,47.31621744,365,N,M,4,R,B,7,0,MR,5,NO,50,B,50,10,NON_SP
30307806,4b,-78.55980437,47.31410693,360,O,M,4,R,E,31,1,MD,3,NO,75,B,50,10,NON_SP
30307807,4b,-78.56068507,47.31292673,340,S,B,5,R,C,13,1,MR,4,NO,70,B,50,10,NON_SP
30307808,4b,-78.5615662,47.31171953,330,S,B,7,R,C,10,2,MR,7,NO,60,C,50,20,NON_SP
30307901,4b,-78.39906121,47.34738974,380,S,B,7,R,C,9,2,MR,3,NO,50,C,90,10,SP
30307902,4b,-78.40065941,47.3481877,390,Totale,M,3,X,A,3,0,MR,6,NO,15,C,VIN,10,NON_SP
30307903,4b,-78.40227106,47.34897678,390,N,M,4,R,C,10,0,MR,5,NO,25,C,VIN,10,SP
30307904,4b,-78.40388277,47.34976583,385,E,M,7,R,A,2,2,MR,8,NO,2,C,VIN,20,NON_SP
30307905,4b,-78.4060185,47.35082073,380,O,M,5,R,B,4,0,MR,10,NO,20,C,VIN,10,NON_SP
30307906,4b,-78.409766,47.35267356,395,E,H,4,R,C,9,0,MD,7,NO,40,C,VIN,10,NON_SP
30307907,4b,-78.41245246,47.35399446,390,O,M,5,R,B,6,2,MD,6,NO,40,D,30,10,NON_SP
30308001,4b,-78.58136015,47.36092406,350,E,M,7,R,C,9,3,MD,3,NO,0,NO,NO,10,NON_SP
30308002,4b,-78.58392023,47.3606387,350,E,M,4,R,A,3,1,MR,4,NO,25,C,10,10,NON_SP
30308003,4b,-78.58618922,47.36034197,375,O,M,5,R,A,2,3,MR,4,NO,10,C,VIN,10,NON_SP
30308004,4b,-78.58849697,47.36009947,370,S,H,4,R,D,20,0,MD,3,NO,50,B,90,10,NON_SP
30308005,4b,-78.59122721,47.35992325,360,N,M,5,R,C,10,1,MR,6,NO,0,C,90,10,NON_SP
30308006,4b,-78.59353476,47.35968965,360,N,M,8,C,A,2,3,MR,8,NO,0,C,90,20,NON_SP
30308007,4b,-78.59692788,47.35945556,350,O,M,5,R,D,16,3,MR,5,NO,15,D,90,10,NON_SP
30308008,4b,-78.59953892,47.3592782,335,O,B,7,R,C,13,0,MR,6,NO,5,D,90,10,NON_SP
30308101,4b,-78.69465033,47.34329015,340,Totale,B,3,X,A,3,0,MR,10,NO,80,D,90,10,NON_SP
30308102,4b,-78.69688429,47.34434032,340,N,M,8,C,B,8,0,MR,3,NO,65,C,50,20,NON_SP
30308103,4b,-78.70017038,47.34583857,340,N,M,7,R,B,4,0,MR,11,NO,25,D,70,20,NON_SP
30308104,4b,-78.70349555,47.34739098,355,O,M,4,R,B,7,0,MR,4,NO,25,D,90,10,NON_SP
30308105,4b,-78.70618996,47.34865106,365,O,M,5,R,D,16,0,MR,4,NO,25,C,VIN,10,NON_SP
30308106,4b,-78.70800369,47.34950919,370,O,M,7,R,B,7,1,TO,25,NO,85,D,VIN,20,SP
30308107,4b,-78.71025182,47.35053221,370,Totale,H,3,X,C,10,0,MR,5,NO,50,B,50,10,NON_SP
30308201,4b,-78.72095908,47.36858762,320,O,B,5,R,D,28,1,MR,8,NO,25,D,90,10,NON_SP
30308202,4b,-78.71816265,47.36786693,350,Totale,M,3,X,C,13,0,MR,3,NO,20,B,50,10,NON_SP
30308203,4b,-78.71689619,47.36755243,325,S,B,7,R,C,14,1,MR,3,NO,0,D,10,20,NON_SP
30308204,4b,-78.71449571,47.36692431,320,Nulle,B,9,R,A,0,0,SO,90,NO,0,NO,NO,30,NON_SP
30308205,4b,-78.71266202,47.36647095,320,N,B,5,R,A,3,1,MR,5,NO,0,C,90,10,NON_SP
30308206,4b,-78.70953645,47.36563984,320,N,B,4,R,C,11,0,MR,5,OD,0,D,90,10,NON_SP
30308207,4b,-78.70803247,47.36527863,320,Nulle,B,9,R,A,0,0,SO,99,NO,0,D,120,30,NON_SP
30308208,4b,-78.70590927,47.36471521,320,S,B,7,R,D,18,0,MR,9,NO,30,C,90,10,NON_SP
30308301,4b,-78.67614176,47.42531481,340,S,M,4,R,B,4,0,MD,3,NO,20,C,90,10,NON_SP
30308302,4b,-78.67548619,47.42400576,330,S,M,7,R,B,5,1,MR,8,NO,15,C,90,20,NON_SP
30308303,4b,-78.6750678,47.42278836,330,N,M,4,R,C,13,0,MR,6,NO,20,C,90,10,NON_SP
30308304,4b,-78.67437281,47.42146102,330,Totale,M,0,R,A,0,1,SO,99,NO,0,C,90,30,NON_SP
30308305,4b,-78.6738875,47.42028811,330,N,M,7,R,C,10,1,MR,5,NO,0,B,70,10,NON_SP
30308306,4b,-78.67284589,47.41824762,330,E,M,8,R,B,5,2,MR,11,NO,40,B,30,21,NON_SP
30308307,4b,-78.67159982,47.41572888,330,S,M,4,R,B,8,0,MR,7,NO,25,B,30,10,NON_SP
30308308,4b,-78.6709807,47.41464495,330,E,M,4,R,B,5,0,MR,5,NO,25,B,30,10,NON_SP
30308401,4b,-78.58893275,47.41780935,320,O,M,5,R,B,6,0,MR,9,NO,5,B,50,10,NON_SP
30308402,4b,-78.58673459,47.41846652,320,O,M,5,R,B,4,0,MR,4,NO,2,B,50,10,NON_SP
30308403,4b,-78.58454868,47.41917772,320,O,M,5,R,B,7,1,MR,9,OD,5,C,70,10,NON_SP
30308404,4b,-78.58334915,47.41956394,320,N,M,4,R,B,6,1,MR,8,NO,2,B,50,10,NON_SP
30308405,4b,-78.58216394,47.41988729,320,N,M,7,R,A,2,1,MR,9,NO,15,C,70,10,NON_SP
30308406,4b,-78.58053859,47.42036902,325,O,M,5,R,B,8,1,MR,8,NO,15,C,50,10,NON_SP
30308407,4b,-78.57749982,47.42133411,325,Nulle,M,9,R,A,0,0,SO,50,NO,0,D,VIN,30,NON_SP
30308408,4b,-78.5759662,47.42187048,325,Totale,M,0,R,A,0,0,MR,10,NO,15,C,50,10,NON_SP
30308501,4b,-78.59587017,47.46776209,330,S,M,3,R,B,4,0,MR,8,NO,2,C,70,10,NON_SP
30308502,4b,-78.59895513,47.4673366,315,Totale,B,0,R,A,0,3,SO,99,NO,0,C,50,30,NON_SP
30308503,4b,-78.60049759,47.46712383,315,S,B,4,R,A,2,0,MR,8,NO,15,D,70,10,NON_SP
30308504,4b,-78.60213288,47.46691176,315,Totale,B,0,R,A,0,3,SO,85,NO,0,D,50,30,NON_SP
30308505,4b,-78.60316991,47.46677595,315,Totale,B,0,R,A,0,3,SO,99,NO,0,C,30,30,NON_SP
30308506,4b,-78.6062543,47.46637725,315,Totale,B,0,R,A,0,3,SO,99,NO,0,NO,NO,30,NON_SP
30308507,4b,-78.60730549,47.46618754,315,Totale,B,3,X,B,7,0,MR,5,NO,50,C,70,10,NON_SP
30308508,4b,-78.6120511,47.46560371,320,O,B,7,R,C,10,1,MR,9,NO,40,NO,10,10,NON_SP
30308601,4b,-78.86186809,47.39720983,320,O,M,7,R,B,7,2,MR,4,NO,60,C,50,10,SP
30308602,4b,-78.8595953,47.39781784,325,O,M,5,R,B,7,2,MD,3,NO,40,B,50,10,NON_SP
30308603,4b,-78.85663183,47.39856586,340,O,H,5,R,B,7,1,MD,2,NO,35,B,50,10,NON_SP
30308604,4b,-78.8545179,47.39917467,330,E,M,6,R,B,4,2,MR,8,NO,20,C,90,20,NON_SP
30308605,4b,-78.85268388,47.39964109,310,Totale,B,0,R,A,0,0,SO,99,NO,0,D,70,30,NON_SP
30308606,4b,-78.85078315,47.40014308,320,O,M,5,R,D,23,2,MR,4,NO,40,C,50,10,NON_SP
30308607,4b,-78.84845755,47.40071459,330,O,M,4,R,B,4,2,MR,5,NO,25,B,50,10,NON_SP
30308608,4b,-78.84554621,47.4015076,320,E,M,7,R,C,10,2,MR,9,NO,50,C,120,10,SP
30308901,4b,-78.99648877,47.34500458,290,O,B,6,R,A,3,0,MR,5,NO,50,D,30,10,NON_SP
30308902,4b,-78.99484979,47.3475521,300,E,M,6,R,A,3,0,MR,5,NO,35,D,30,20,NON_SP
30308903,4b,-78.99245756,47.35133765,320,S,M,4,R,C,10,0,MR,3,NO,55,C,70,10,NON_SP
30308904,4b,-78.99171852,47.3524858,320,Nulle,M,9,C,A,1,1,MR,24,NO,15,D,70,30,NON_SP
30308905,4b,-78.99095194,47.35374178,310,N,M,5,R,C,12,1,MR,5,NO,65,C,70,10,NON_SP
30308906,4b,-78.98936677,47.35614553,290,S,B,7,R,C,9,1,MR,10,NO,50,NO,NO,10,SP
30308907,4b,-78.9886789,47.3574648,280,N,B,4,R,C,11,0,MR,9,NO,50,NO,NO,10,NON_SP
30402101,4b,-78.43588955,46.96593229,310,Totale,B,0,R,A,1,0,MD,8,NO,0,B,70,10,NON_SP
30402102,4b,-78.43519315,46.96460337,310,Totale,B,0,R,A,2,0,MR,8,NO,10,B,70,10,NON_SP
30402103,4b,-78.4338404,46.9619189,325,N,B,5,X,C,12,0,MR,6,NO,80,C,70,10,NON_SP
